"","Suburb","Postcode","LGA"
"630","Capel Sound","3940","Mornington Peninsula Shire"
"631","Capels Crossing","3579","Gannawarra Shire"
"632","Capels Crossing","3579","Gannawarra Shire"
"633","Capels Crossing","3579","Gannawarra Shire"
"634","Carag Carag","3623","Campaspe Shire"
"635","Caralulup","3371","Central Goldfields Shire"
"636","Caramut","3274","Moyne Shire"
"637","Caramut","3274","Moyne Shire"
"638","Caramut","3274","Moyne Shire"
"639","Carapooee","3477","Northern Grampians Shire"
"640","Carapooee West","3477","Northern Grampians Shire"
"641","Carapook","3312","Glenelg Shire"
"642","Carapook","3312","Southern Grampians Shire"
"643","Carboor","3678","Wangaratta Rural City"
"644","Cardigan","3352","Ballarat City"
"645","Cardigan Village","3352","Ballarat City"
"646","Cardinia","3978","Cardinia Shire"
"647","Cardross","3496","Mildura Rural City"
"648","Cargerie","3334","Moorabool Shire"
"649","Carina","3512","Mildura Rural City"
"650","Caringal","3825","Baw Baw Shire"
"651","Carisbrook","3464","Central Goldfields Shire"
"652","Carisbrook","3464","Mount Alexander Shire"
"653","Carlisle River","3239","Colac Otway Shire"
"654","Carlsruhe","3442","Macedon Ranges Shire"
"655","Carlsruhe","3442","Macedon Ranges Shire"
"656","Carlton","3053","Melbourne City"
"657","Carlton North","3054","Melbourne City"
"658","Carlton North","3054","Yarra City"
"659","Carlyle","3685","Indigo Shire"
"660","Carnegie","3163","Glen Eira City"
"661","Carngham","3351","Pyrenees Shire"
"662","Caroline Springs","3023","Melton City"
"663","Caroline Springs","3023","Melton City"
"664","Carpendeit","3260","Colac Otway Shire"
"665","Carpendeit","3260","Corangamite Shire"
"666","Carrajung","3844","Wellington Shire"
"667","Carrajung Lower","3844","Wellington Shire"
"668","Carrajung South","3844","Wellington Shire"
"669","Carranballac","3361","Ararat Rural City"
"670","Carranballac","3361","Pyrenees Shire"
"671","Carron","3480","Buloke Shire"
"672","Carrum","3197","Kingston City"
"673","Carrum Downs","3201","Frankston City"
"674","Carrum Downs","3201","Frankston City"
"675","Carwarp","3494","Mildura Rural City"
"676","Cashmore","3305","Glenelg Shire"
"677","Cassilis","3898","East Gippsland Shire"
"678","Castella","3777","Murrindindi Shire"
"679","Casterton","3311","Glenelg Shire"
"680","Castle Creek","3691","Wodonga City"
"681","Castle Donnington","3585","Swan Hill Rural City"
"682","Castlemaine","3450","Mount Alexander Shire"
"683","Castlemaine","3450","Mount Alexander Shire"
"684","Catani","3981","Cardinia Shire"
"685","Cathcart","3377","Ararat Rural City"
"686","Cathkin","3714","Murrindindi Shire"
"687","Catumnal","3537","Loddon Shire"
"688","Caulfield","3162","Glen Eira City"
"689","Caulfield East","3145","Glen Eira City"
"690","Caulfield North","3161","Glen Eira City"
"691","Caulfield South","3162","Glen Eira City"
"692","Caulfield South","3162","Glen Eira City"
"693","Caveat","3660","Murrindindi Shire"
"694","Cavendish","3314","Southern Grampians Shire"
"695","Ceres","3221","Greater Geelong City"
"696","Chadstone","3148","Monash City"
"697","Chadstone","3148","Monash City"
"698","Chandlers Creek","3890","East Gippsland Shire"
"699","Chapple Vale","3239","Colac Otway Shire"
"700","Chapple Vale","3239","Corangamite Shire"
"701","Charam","3318","West Wimmera Shire"
"702","Charlemont","3217","Greater Geelong City"
"703","Charleroi","3695","Indigo Shire"
"704","Charlton","3525","Buloke Shire"
"705","Charlton","3525","Buloke Shire"
"706","Chatsworth","3379","Ararat Rural City"
"707","Chatsworth","3379","Moyne Shire"
"708","Chelsea","3196","Kingston City"
"709","Chelsea","3196","Kingston City"
"710","Chelsea Heights","3196","Kingston City"
"711","Chelsea Heights","3196","Kingston City"
"712","Cheltenham","3192","Bayside City"
"713","Cheltenham","3192","Bayside City"
"714","Cheltenham","3192","Bayside City"
"715","Cheltenham","3192","Kingston City"
"716","Cheltenham","3192","Kingston City"
"717","Cheltenham","3192","Kingston City"
"718","Cheltenham","3192","Kingston City"
"719","Cheltenham","3192","Kingston City"
"720","Cheltenham","3192","Kingston City"
"721","Cheltenham","3192","Kingston City"
"722","Chepstowe","3351","Pyrenees Shire"
"723","Cherokee","3434","Macedon Ranges Shire"
"724","Cherrypool","3401","Southern Grampians Shire"
"725","Cheshunt","3678","Wangaratta Rural City"
"726","Chesney Vale","3725","Benalla Rural City"
"727","Chetwynd","3312","West Wimmera Shire"
"728","Chewton","3451","Mount Alexander Shire"
"729","Chewton","3451","Mount Alexander Shire"
"730","Chewton","3451","Mount Alexander Shire"
"731","Chewton Bushlands","3451","Mount Alexander Shire"
"732","Chewton Bushlands","3451","Mount Alexander Shire"
"733","Childers","3824","Baw Baw Shire"
"734","Chillingollah","3585","Swan Hill Rural City"
"735","Chiltern","3683","Indigo Shire"
"736","Chiltern Valley","3683","Indigo Shire"
"737","Chinangin","3544","Swan Hill Rural City"
"738","Chinkapook","3546","Swan Hill Rural City"
"739","Chintin","3756","Macedon Ranges Shire"
"740","Chirnside Park","3116","Yarra Ranges Shire"
"741","Chirnside Park","3116","Yarra Ranges Shire"
"742","Chirrip","3525","Buloke Shire"
"743","Chocolyn","3260","Corangamite Shire"
"744","Christmas Hills","3775","Nillumbik Shire"
"745","Chum Creek","3777","Yarra Ranges Shire"
"746","Churchill","3842","Latrobe City"
"747","Churchill Island","3925","Bass Coast Shire"
"748","Chute","3373","Pyrenees Shire"
"749","Clarendon","3352","Moorabool Shire"
"750","Claretown","3352","Moorabool Shire"
"751","Clarinda","3169","Kingston City"
"752","Clarinda","3169","Kingston City"
"753","Clarinda","3169","Kingston City"
"754","Clarkefield","3430","Hume City"
"755","Clarkefield","3430","Macedon Ranges Shire"
"756","Clarkes Hill","3352","Moorabool Shire"
"757","Clayton","3168","Monash City"
"758","Clayton","3168","Monash City"
"759","Clayton","3168","Monash City"
"760","Clayton South","3169","Kingston City"
"761","Clayton South","3169","Kingston City"
"762","Clear Lake","3409","Horsham Rural City"
"763","Clematis","3782","Cardinia Shire"
"764","Clematis","3782","Yarra Ranges Shire"
"765","Clifton Creek","3875","East Gippsland Shire"
"766","Clifton Hill","3068","Yarra City"
"767","Clifton Hill","3068","Yarra City"
"768","Clifton Springs","3222","Greater Geelong City"
"769","Clonbinane","3658","Mitchell Shire"
"770","Clover Flat","3315","Southern Grampians Shire"
"771","Cloverlea","3822","Baw Baw Shire"
"772","Club Terrace","3889","East Gippsland Shire"
"773","Clunes","3370","Hepburn Shire"
"774","Clyde","3978","Casey City"
"775","Clyde","3978","Casey City"
"776","Clyde","3978","Casey City"
"777","Clyde North","3978","Casey City"
"778","Clyde North","3978","Casey City"
"779","Clyde North","3978","Casey City"
"780","Clydebank","3851","Wellington Shire"
"781","Clydesdale","3461","Hepburn Shire"
"782","Coalville","3825","Baw Baw Shire"
"783","Cobains","3851","Wellington Shire"
"784","Cobains","3851","Wellington Shire"
"785","Cobaw","3442","Macedon Ranges Shire"
"786","Cobbannah","3862","East Gippsland Shire"
"787","Cobblebank","3338","Melton City"
"788","Cobden","3266","Corangamite Shire"
"789","Cobden","3266","Corangamite Shire"
"790","Cobram","3644","Moira Shire"
"791","Cobram East","3644","Moira Shire"
"792","Cobrico","3266","Corangamite Shire"
"793","Cobungra","3898","East Gippsland Shire"
"794","Coburg","3058","Darebin City"
"795","Coburg","3058","Moreland City"
"796","Coburg","3058","Moreland City"
"797","Coburg North","3058","Darebin City"
"798","Coburg North","3058","Moreland City"
"799","Cocamba","3546","Swan Hill Rural City"
"800","Cochranes Creek","3475","Loddon Shire"
"801","Cockatoo","3781","Cardinia Shire"
"802","Cockatoo","3781","Cardinia Shire"
"803","Codrington","3285","Moyne Shire"
"804","Coghills Creek","3364","Ballarat City"
"805","Cohuna","3568","Gannawarra Shire"
"806","Coimadai","3340","Moorabool Shire"
"807","Cokum","3542","Buloke Shire"
"808","Colac","3250","Colac Otway Shire"
"809","Colac Colac","3707","Towong Shire"
"810","Colac East","3250","Colac Otway Shire"
"811","Colac West","3250","Colac Otway Shire"
"812","Colbinabbin","3559","Campaspe Shire"
"813","Colbinabbin","3559","Campaspe Shire"
"814","Colbrook","3342","Moorabool Shire"
"815","Coldstream","3770","Yarra Ranges Shire"
"816","Coleraine","3315","Southern Grampians Shire"
"817","Colignan","3494","Mildura Rural City"
"818","Collingwood","3066","Yarra City"
"819","Collingwood","3066","Yarra City"
"820","Combienbar","3889","East Gippsland Shire"
"821","Concongella","3384","Northern Grampians Shire"
"822","Condah","3303","Glenelg Shire"
"823","Condah","3303","Glenelg Shire"
"824","Condah Swamp","3286","Moyne Shire"
"825","Congupna","3633","Greater Shepparton City"
"826","Connewarre","3227","Greater Geelong City"
"827","Connewarre","3227","Greater Geelong City"
"828","Connewarre","3227","Surf Coast Shire"
"829","Connewirricoo","3318","West Wimmera Shire"
"830","Coojar","3315","Southern Grampians Shire"
"831","Coolaroo","3048","Hume City"
"832","Cooma","3616","Greater Shepparton City"
"833","Coomboona","3629","Greater Shepparton City"
"834","Coomboona","3629","Greater Shepparton City"
"835","Coomoora","3461","Hepburn Shire"
"836","Coomoora","3461","Hepburn Shire"
"837","Coongulla","3860","Wellington Shire"
"838","Coonooer Bridge","3477","Buloke Shire"
"839","Coonooer Bridge","3477","Northern Grampians Shire"
"840","Coonooer West","3477","Northern Grampians Shire"
"841","Cooriemungle","3268","Corangamite Shire"
"842","Cope Cope","3480","Buloke Shire"
"843","Cope Cope","3480","Northern Grampians Shire"
"844","Cora Lynn","3814","Cardinia Shire"
"845","Cora Lynn","3814","Cardinia Shire"
"846","Corack","3480","Buloke Shire"
"847","Corack East","3480","Buloke Shire"
"848","Coragulac","3249","Colac Otway Shire"
"849","Coral Bank","3691","Alpine Shire"
"850","Corindhap","3352","Golden Plains Shire"
"851","Corinella","3984","Bass Coast Shire"
"852","Corio","3214","Greater Geelong City"
"853","Corndale","3311","Glenelg Shire"
"854","Cornella","3551","Campaspe Shire"
"855","Cornella","3551","Campaspe Shire"
"856","Cornishtown","3683","Indigo Shire"
"857","Coronet Bay","3984","Bass Coast Shire"
"858","Corop","3559","Campaspe Shire"
"859","Corop","3559","Campaspe Shire"
"860","Corop","3559","Campaspe Shire"
"861","Cororooke","3254","Colac Otway Shire"
"862","Corringle","3888","East Gippsland Shire"
"863","Corryong","3707","Towong Shire"
"864","Corunnun","3249","Colac Otway Shire"
"865","Cosgrove","3631","Greater Shepparton City"
"866","Cosgrove South","3631","Greater Shepparton City"
"867","Cosgrove South","3631","Greater Shepparton City"
"868","Costerfield","3523","Greater Bendigo City"
"869","Cotswold","3465","Central Goldfields Shire"
"870","Cottles Bridge","3099","Nillumbik Shire"
"871","Cottles Bridge","3099","Nillumbik Shire"
"872","Cowangie","3506","Mildura Rural City"
"873","Cowes","3922","Bass Coast Shire"
"874","Cowleys Creek","3268","Corangamite Shire"
"875","Cowleys Creek","3268","Corangamite Shire"
"876","Cowwarr","3857","Latrobe City"
"877","Cowwarr","3857","Wellington Shire"
"878","Cowwarr","3857","Wellington Shire"
"879","Craigie","3465","Central Goldfields Shire"
"880","Craigieburn","3064","Hume City"
"881","Craigieburn","3064","Hume City"
"882","Cranbourne","3977","Casey City"
"883","Cranbourne","3977","Casey City"
"884","Cranbourne East","3977","Casey City"
"885","Cranbourne East","3977","Casey City"
"886","Cranbourne East","3977","Casey City"
"887","Cranbourne North","3977","Casey City"
"888","Cranbourne North","3977","Casey City"
"889","Cranbourne South","3977","Casey City"
"890","Cranbourne South","3977","Casey City"
"891","Cranbourne West","3977","Casey City"
"892","Creek Junction","3669","Strathbogie Shire"
"893","Creek View","3558","Campaspe Shire"
"894","Creightons Creek","3666","Strathbogie Shire"
"895","Cremorne","3121","Yarra City"
"896","Cressy","3322","Colac Otway Shire"
"897","Cressy","3322","Corangamite Shire"
"898","Cressy","3322","Golden Plains Shire"
"899","Creswick","3363","Ballarat City"
"900","Creswick","3363","Hepburn Shire"
"901","Creswick North","3363","Hepburn Shire"
"902","Creswick North","3363","Hepburn Shire"
"903","Crib Point","3919","Mornington Peninsula Shire"
"904","Crooked River","3862","Wellington Shire"
"905","Cross Roads","3373","Pyrenees Shire"
"906","Cross Roads","3373","Pyrenees Shire"
"907","Crossley","3283","Moyne Shire"
"908","Crossover","3821","Baw Baw Shire"
"909","Crowlands","3377","Ararat Rural City"
"910","Crowlands","3377","Northern Grampians Shire"
"911","Crowlands","3377","Pyrenees Shire"
"912","Croxton East","3301","Southern Grampians Shire"
"913","Croydon","3136","Maroondah City"
"914","Croydon","3136","Maroondah City"
"915","Croydon","3136","Maroondah City"
"916","Croydon","3136","Maroondah City"
"917","Croydon","3136","Maroondah City"
"918","Croydon","3136","Maroondah City"
"919","Croydon Hills","3136","Maroondah City"
"920","Croydon Hills","3136","Maroondah City"
"921","Croydon North","3136","Maroondah City"
"922","Croydon South","3136","Maroondah City"
"923","Croydon South","3136","Maroondah City"
"924","Crymelon","3393","Hindmarsh Shire"
"925","Crymelon","3393","Yarriambiack Shire"
"926","Cudgee","3265","Moyne Shire"
"927","Cudgewa","3705","Towong Shire"
"928","Culgoa","3530","Buloke Shire"
"929","Culla","3315","Southern Grampians Shire"
"930","Cullen","3568","Gannawarra Shire"
"931","Cullen","3568","Gannawarra Shire"
"932","Cullulleraine","3496","Mildura Rural City"
"933","Cundare","3251","Colac Otway Shire"
"934","Cundare North","3251","Colac Otway Shire"
"935","Cundare North","3251","Corangamite Shire"
"936","Curdies River","3268","Corangamite Shire"
"937","Curdievale","3268","Corangamite Shire"
"938","Curdievale","3268","Corangamite Shire"
"939","Curdievale","3268","Moyne Shire"
"940","Curlewis","3222","Greater Geelong City"
"941","Curyo","3483","Buloke Shire"
"942","Dadswells Bridge","3385","Horsham Rural City"
"943","Dadswells Bridge","3385","Northern Grampians Shire"
"944","Daisy Hill","3465","Central Goldfields Shire"
"945","Dales Creek","3341","Moorabool Shire"
"946","Dallas","3047","Hume City"
"947","Dalmore","3981","Cardinia Shire"
"948","Daltons Bridge","3568","Gannawarra Shire"
"949","Dalyenong","3477","Northern Grampians Shire"
"950","Dalyston","3992","Bass Coast Shire"
"951","Dandenong","3175","Greater Dandenong City"
"952","Dandenong","3175","Greater Dandenong City"
"953","Dandenong","3175","Greater Dandenong City"
"954","Dandenong North","3175","Greater Dandenong City"
"955","Dandenong North","3175","Greater Dandenong City"
"956","Dandenong North","3175","Greater Dandenong City"
"957","Dandenong North","3175","Greater Dandenong City"
"958","Dandenong South","3175","Greater Dandenong City"
"959","Dandenong South","3175","Greater Dandenong City"
"960","Dandongadale","3737","Alpine Shire"
"961","Dargo","3862","Wellington Shire"
"962","Darley","3340","Moorabool Shire"
"963","Darlimurla","3871","Latrobe City"
"964","Darlimurla","3871","South Gippsland Shire"
"965","Darlington","3271","Corangamite Shire"
"966","Darlington","3271","Moyne Shire"
"967","Darnum","3822","Baw Baw Shire"
"968","Darraweit Guim","3756","Macedon Ranges Shire"
"969","Darriman","3851","Wellington Shire"
"970","Dartmoor","3304","Glenelg Shire"
"971","Dartmoor","3304","Glenelg Shire"
"972","Dartmouth","3701","East Gippsland Shire"
"973","Dartmouth","3701","Towong Shire"
"974","Dawson","3858","Wellington Shire"
"975","Daylesford","3460","Hepburn Shire"
"976","Daylesford","3460","Hepburn Shire"
"977","Daylesford","3460","Hepburn Shire"
"978","Dean","3363","Hepburn Shire"
"979","Deans Marsh","3235","Surf Coast Shire"
"980","Deanside","3336","Melton City"
"981","Deddick Valley","3888","East Gippsland Shire"
"982","Dederang","3691","Alpine Shire"
"983","Deep Lead","3385","Northern Grampians Shire"
"984","Deep Lead","3385","Northern Grampians Shire"
"985","Deepdene","3103","Boroondara City"
"986","Deepdene","3103","Boroondara City"
"987","Deer Park","3023","Brimbank City"
"988","Delacombe","3356","Ballarat City"
"989","Delacombe","3356","Ballarat City"
"990","Delahey","3037","Brimbank City"
"991","Delatite","3723","Mansfield Shire"
"992","Delburn","3871","Baw Baw Shire"
"993","Delburn","3871","Latrobe City"
"994","Delburn","3871","South Gippsland Shire"
"995","Delegate River","3888","East Gippsland Shire"
"996","Denicull Creek","3377","Ararat Rural City"
"997","Denison","3858","Wellington Shire"
"998","Dennington","3280","Moyne Shire"
"999","Dennington","3280","Warrnambool City"
"1000","Denver","3461","Hepburn Shire"
"1001","Derby","3516","Loddon Shire"
"1002","Dereel","3352","Golden Plains Shire"
"1003","Dergholm","3312","Glenelg Shire"
"1004","Dergholm","3312","West Wimmera Shire"
"1005","Derrimut","3026","Brimbank City"
"1006","Derrinal","3523","Greater Bendigo City"
"1007","Derrinallum","3325","Corangamite Shire"
"1008","Devenish","3726","Benalla Rural City"
"1009","Devils River","3714","Murrindindi Shire"
"1010","Devon Meadows","3977","Casey City"
"1011","Devon Meadows","3977","Casey City"
"1012","Devon North","3971","Wellington Shire"
"1013","Dewhurst","3808","Cardinia Shire"
"1014","Dhurringile","3610","Greater Shepparton City"
"1015","Diamond Creek","3089","Nillumbik Shire"
"1016","Diamond Creek","3089","Nillumbik Shire"
"1017","Diamond Creek","3089","Nillumbik Shire"
"1018","Diamond Creek","3089","Nillumbik Shire"
"1019","Diamond Creek","3089","Nillumbik Shire"
"1020","Diamond Creek","3089","Nillumbik Shire"
"1021","Digby","3309","Glenelg Shire"
"1022","Diggers Rest","3427","Hume City"
"1023","Diggers Rest","3427","Melton City"
"1024","Diggora","3561","Campaspe Shire"
"1025","Diggora","3561","Campaspe Shire"
"1026","Dimboola","3414","Hindmarsh Shire"
"1027","Dimboola","3414","Hindmarsh Shire"
"1028","Dimboola","3414","Yarriambiack Shire"
"1029","Dingee","3571","Loddon Shire"
"1030","Dingley Village","3172","Kingston City"
"1031","Dingley Village","3172","Kingston City"
"1032","Dingwall","3579","Gannawarra Shire"
"1033","Dinner Plain","3898","Alpine Shire"
"1034","Dixie","3265","Corangamite Shire"
"1035","Dixons Creek","3775","Yarra Ranges Shire"
"1036","Dobie","3377","Ararat Rural City"
"1037","Docker","3678","Wangaratta Rural City"
"1038","Docker","3678","Wangaratta Rural City"
"1039","Dockers Plains","3678","Wangaratta Rural City"
"1040","Docklands","3008","Melbourne City"
"1041","Docklands","3008","Melbourne City"
"1042","Doctors Flat","3895","East Gippsland Shire"
"1043","Dollar","3871","South Gippsland Shire"
"1044","Don Valley","3139","Yarra Ranges Shire"
"1045","Donald","3480","Buloke Shire"
"1046","Doncaster","3108","Manningham City"
"1047","Doncaster","3108","Manningham City"
"1048","Doncaster","3108","Manningham City"
"1049","Doncaster","3108","Manningham City"
"1050","Doncaster","3108","Manningham City"
"1051","Doncaster East","3109","Manningham City"
"1052","Doncaster East","3109","Manningham City"
"1053","Doncaster East","3109","Manningham City"
"1054","Doncaster East","3109","Manningham City"
"1055","Doncaster East","3109","Manningham City"
"1056","Donnybrook","3064","Whittlesea City"
"1057","Donvale","3111","Manningham City"
"1058","Donvale","3111","Manningham City"
"1059","Donvale","3111","Manningham City"
"1060","Dooboobetic","3478","Buloke Shire"
"1061","Dooen","3401","Horsham Rural City"
"1062","Dookie","3646","Greater Shepparton City"
"1063","Dookie College","3647","Greater Shepparton City"
"1064","Doreen","3754","Nillumbik Shire"
"1065","Doreen","3754","Whittlesea City"
"1066","Dorodong","3312","West Wimmera Shire"
"1067","Douglas","3409","Horsham Rural City"
"1068","Douglas","3409","West Wimmera Shire"
"1069","Doveton","3177","Casey City"
"1070","Dreeite","3249","Colac Otway Shire"
"1071","Dreeite South","3249","Colac Otway Shire"
"1072","Driffield","3840","Latrobe City"
"1073","Drik Drik","3304","Glenelg Shire"
"1074","Drik Drik","3304","Glenelg Shire"
"1075","Dromana","3936","Mornington Peninsula Shire"
"1076","Dromana","3936","Mornington Peninsula Shire"
"1077","Dropmore","3660","Murrindindi Shire"
"1078","Drouin","3818","Baw Baw Shire"
"1079","Drouin East","3818","Baw Baw Shire"
"1080","Drouin East","3818","Baw Baw Shire"
"1081","Drouin South","3818","Baw Baw Shire"
"1082","Drouin West","3818","Baw Baw Shire"
"1083","Drumanure","3636","Moira Shire"
"1084","Drumborg","3304","Glenelg Shire"
"1085","Drumcondra","3215","Greater Geelong City"
"1086","Drummartin","3570","Greater Bendigo City"
"1087","Drummond","3461","Hepburn Shire"
"1088","Drummond","3461","Macedon Ranges Shire"
"1089","Drummond North","3446","Hepburn Shire"
"1090","Drummond North","3446","Macedon Ranges Shire"
"1091","Drummond North","3446","Mount Alexander Shire"
"1092","Drung","3401","Horsham Rural City"
"1093","Dry Diggings","3461","Hepburn Shire"
"1094","Dry Diggings","3461","Hepburn Shire"
"1095","Drysdale","3222","Greater Geelong City"
"1096","Duchembegarra","3409","Horsham Rural City"
"1097","Dumbalk","3956","South Gippsland Shire"
"1098","Dumbalk North","3956","South Gippsland Shire"
"1099","Dumosa","3527","Buloke Shire"
"1100","Dunach","3371","Central Goldfields Shire"
"1101","Dunach","3371","Central Goldfields Shire"
"1102","Dunach","3371","Hepburn Shire"
"1103","Dundonnell","3271","Moyne Shire"
"1104","Dunkeld","3294","Ararat Rural City"
"1105","Dunkeld","3294","Southern Grampians Shire"
"1106","Dunluce","3472","Central Goldfields Shire"
"1107","Dunneworthy","3377","Ararat Rural City"
"1108","Dunnstown","3352","Moorabool Shire"
"1109","Dunolly","3472","Central Goldfields Shire"
"1110","Dunolly","3472","Loddon Shire"
"1111","Dunrobin","3312","Glenelg Shire"
"1112","Durdidwarrah","3342","Golden Plains Shire"
"1113","Durham Lead","3352","Ballarat City"
"1114","Durham Lead","3352","Golden Plains Shire"
"1115","Durham Lead","3352","Moorabool Shire"
"1116","Durham Ox","3576","Loddon Shire"
"1117","Dutson","3851","Wellington Shire"
"1118","Dutson Downs","3851","Wellington Shire"
"1119","Dutton Way","3305","Glenelg Shire"
"1120","Duverney","3323","Corangamite Shire"
"1121","Eagle Point","3878","East Gippsland Shire"
"1122","Eaglehawk","3556","Greater Bendigo City"
"1123","Eaglehawk","3556","Greater Bendigo City"
"1124","Eaglehawk North","3556","Greater Bendigo City"
"1125","Eaglemont","3084","Banyule City"
"1126","Eaglemont","3084","Banyule City"
"1127","Earlston","3669","Strathbogie Shire"
"1128","East Bairnsdale","3875","East Gippsland Shire"
"1129","East Bendigo","3550","Greater Bendigo City"
"1130","East Bendigo","3550","Greater Bendigo City"
"1131","East Geelong","3219","Greater Geelong City"
"1132","East Melbourne","3002","Melbourne City"
"1133","East Sale","3852","Wellington Shire"
"1134","East Wangaratta","3678","Wangaratta Rural City"
"1135","East Warburton","3799","Yarra Ranges Shire"
"1136","Eastern View","3231","Surf Coast Shire"
"1137","Eastville","3463","Loddon Shire"
"1138","Eastwood","3875","East Gippsland Shire"
"1139","Ebden","3691","Wodonga City"
"1140","Echuca","3564","Campaspe Shire"
"1141","Echuca","3564","Campaspe Shire"
"1142","Echuca","3564","Campaspe Shire"
"1143","Echuca Village","3564","Campaspe Shire"
"1144","Echuca West","3564","Campaspe Shire"
"1145","Ecklin South","3265","Corangamite Shire"
"1146","Ecklin South","3265","Moyne Shire"
"1147","Eddington","3472","Central Goldfields Shire"
"1148","Eddington","3472","Loddon Shire"
"1149","Eddington","3472","Mount Alexander Shire"
"1150","Eden Park","3757","Whittlesea City"
"1151","Edenhope","3318","West Wimmera Shire"
"1152","Edgecombe","3444","Macedon Ranges Shire"
"1153","Edi","3678","Wangaratta Rural City"
"1154","Edi Upper","3678","Wangaratta Rural City"
"1155","Edithvale","3196","Kingston City"
"1156","Eganstown","3461","Hepburn Shire"
"1157","Eganstown","3461","Hepburn Shire"
"1158","Eildon","3713","Murrindindi Shire"
"1159","Elaine","3334","Moorabool Shire"
"1160","Eldorado","3746","Wangaratta Rural City"
"1161","Elevated Plains","3461","Hepburn Shire"
"1162","Elingamite","3266","Corangamite Shire"
"1163","Elingamite North","3266","Corangamite Shire"
"1164","Elizabeth Island","3921","Unincorporated Land (victoria)"
"1165","Ellaswood","3875","East Gippsland Shire"
"1166","Ellerslie","3265","Moyne Shire"
"1167","Elliminyt","3250","Colac Otway Shire"
"1168","Ellinbank","3821","Baw Baw Shire"
"1169","Elmhurst","3469","Ararat Rural City"
"1170","Elmhurst","3469","Pyrenees Shire"
"1171","Elmore","3558","Greater Bendigo City"
"1172","Elphinstone","3448","Mount Alexander Shire"
"1173","Elphinstone","3448","Mount Alexander Shire"
"1174","Elsternwick","3185","Glen Eira City"
"1175","Eltham","3095","Banyule City"
"1176","Eltham","3095","Nillumbik Shire"
"1177","Eltham","3095","Nillumbik Shire"
"1178","Eltham","3095","Nillumbik Shire"
"1179","Eltham","3095","Nillumbik Shire"
"1180","Eltham North","3095","Banyule City"
"1181","Eltham North","3095","Nillumbik Shire"
"1182","Elwood","3184","Port Phillip City"
"1183","Elwood","3184","Port Phillip City"
"1184","Emerald","3782","Cardinia Shire"
"1185","Emerald","3782","Cardinia Shire"
"1186","Emerald","3782","Yarra Ranges Shire"
"1187","Emerald","3782","Yarra Ranges Shire"
"1188","Emu","3475","Loddon Shire"
"1189","Emu","3475","Northern Grampians Shire"
"1190","Emu Creek","3551","Greater Bendigo City"
"1191","Endeavour Hills","3802","Casey City"
"1192","Endeavour Hills","3802","Casey City"
"1193","Enfield","3352","Golden Plains Shire"
"1194","Englefield","3407","Southern Grampians Shire"
"1195","Ensay","3895","East Gippsland Shire"
"1196","Ensay North","3895","East Gippsland Shire"
"1197","Eppalock","3551","Greater Bendigo City"
"1198","Eppalock","3551","Greater Bendigo City"
"1199","Epping","3076","Whittlesea City"
"1200","Epping","3076","Whittlesea City"
"1201","Epping","3076","Whittlesea City"
"1202","Epsom","3551","Greater Bendigo City"
"1203","Ercildoune","3352","Ballarat City"
"1204","Ercildoune","3352","Pyrenees Shire"
"1205","Erica","3825","Baw Baw Shire"
"1206","Eskdale","3701","Towong Shire"
"1207","Esmond","3730","Moira Shire"
"1208","Essendon","3040","Moonee Valley City"
"1209","Essendon","3040","Moonee Valley City"
"1210","Essendon","3040","Moonee Valley City"
"1211","Essendon Fields","3041","Moonee Valley City"
"1212","Essendon North","3041","Moonee Valley City"
"1213","Essendon West","3040","Moonee Valley City"
"1214","Essendon West","3040","Moonee Valley City"
"1215","Eumemmerring","3177","Casey City"
"1216","Eurack","3251","Colac Otway Shire"
"1217","Eureka","3350","Ballarat City"
"1218","Euroa","3666","Strathbogie Shire"
"1219","Euroa","3666","Strathbogie Shire"
"1220","Eurobin","3739","Alpine Shire"
"1221","Evansford","3371","Hepburn Shire"
"1222","Evansford","3371","Pyrenees Shire"
"1223","Eversley","3377","Ararat Rural City"
"1224","Everton","3678","Wangaratta Rural City"
"1225","Everton Upper","3678","Wangaratta Rural City"
"1226","Exford","3338","Melton City"
"1227","Eynesbury","3338","Melton City"
"1228","Fairbank","3951","South Gippsland Shire"
"1229","Fairfield","3078","Darebin City"
"1230","Fairfield","3078","Darebin City"
"1231","Fairfield","3078","Yarra City"
"1232","Fairhaven","3231","Surf Coast Shire"
"1233","Fairley","3579","Gannawarra Shire"
"1234","Fairy Dell","3561","Campaspe Shire"
"1235","Fairy Dell","3561","Campaspe Shire"
"1236","Falls Creek","3699","Unincorporated Land (victoria)"
"1237","Faraday","3451","Mount Alexander Shire"
"1238","Faraday","3451","Mount Alexander Shire"
"1239","Fawcett","3714","Murrindindi Shire"
"1240","Fawkner","3060","Hume City"
"1241","Fawkner","3060","Moreland City"
"1242","Fentons Creek","3518","Loddon Shire"
"1243","Ferguson","3237","Colac Otway Shire"
"1244","Fern Hill","3458","Hepburn Shire"
"1245","Fern Hill","3458","Macedon Ranges Shire"
"1246","Fernbank","3864","East Gippsland Shire"
"1247","Fernbank","3864","Wellington Shire"
"1248","Ferndale","3821","Baw Baw Shire"
"1249","Fernihurst","3518","Loddon Shire"
"1250","Ferntree Gully","3156","Knox City"
"1251","Ferntree Gully","3156","Knox City"
"1252","Ferntree Gully","3156","Knox City"
